Statistical profiling result from cluster_result.log, (1962 ticks, 9 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%      JS: ~db /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/mongo_client.js:214:7
      1  100.0%        JS: ~_setClient /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongoose/lib/connection.js:859:20
      1  100.0%          JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongoose/lib/connection.js:810:20
      1  100.0%            JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/utils.js:349:18
      1    2.0%    JS: ~CreateIndexOperation /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/operations/indexes.js:127:16
      1  100.0%      JS: ~createIndex /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/collection.js:253:16
      1  100.0%        JS: ~NativeCollection.<computed> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:76:43
      1  100.0%          JS: ~create /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongoose/lib/model.js:1856:18
      1  100.0%            JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongoose/lib/model.js:1846:21
      1    2.0%    JS: ~Connection /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:38:16
      1  100.0%      JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connect.js:31:63
      1  100.0%        JS: ~callback /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connect.js:269:31
      1  100.0%          JS: ~connectHandler /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connect.js:313:28
      1  100.0%            JS: ~onceWrapper node:events:622:21
      1    2.0%    JS: ~ClientSession /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sessions.js:46:16
      1  100.0%      JS: ^startSession /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/mongo_client.js:240:17
      1  100.0%        JS: ~executeOperationAsync /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/operations/execute_operation.js:15:37
      1  100.0%          JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/operations/execute_operation.js:12:39
      1  100.0%            JS: ^maybeCallback /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/utils.js:336:23
      1    2.0%    JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/URL.js:378:56
      1  100.0%      JS: ~getSameObject /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/utils.js:65:23
      1  100.0%        JS: ~get searchParams /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/whatwg-url/lib/URL.js:371:21
      1  100.0%          JS: ~ConnectionString /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb-connection-string-url/lib/index.js:82:16
      1  100.0%            JS: ~parseOptions /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/connection_string.js:195:22
      1    2.0%    JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongoose/lib/query.js:1:1
      1  100.0%      JS: ^Module._compile node:internal/modules/cjs/loader:1173:37
      1  100.0%        JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1  100.0%          JS: ^Module.load node:internal/modules/cjs/loader:1069:33
      1  100.0%            JS: ^Module._load node:internal/modules/cjs/loader:851:24
      1    2.0%    JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/operations/update.js:63:40
      1  100.0%      JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection_pool.js:301:27
      1  100.0%        JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sdam/server.js:211:101
      1  100.0%          JS: ~handleOperationResult /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sdam/server.js:327:42
      1  100.0%            JS: ^onMessage /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:157:14
      1    2.0%    JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cursor/abstract_cursor.js:444:42
      1  100.0%      JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cursor/find_cursor.js:54:79
      1  100.0%        JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/utils.js:349:18
      1  100.0%          T node::HistogramBase::GetConstructorTemplate(node::Environment*)
      1  100.0%            JS: ^processTicksAndRejections node:internal/process/task_queues:67:35
      1    2.0%    JS: ^readFileAfterStat node:fs:327:27
      1    2.0%    JS: ^onStreamRead node:internal/stream_base_commons:167:22

     33    1.7%  t _Builtins_LoadIC
      2    6.1%    JS: ^onMessage /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:157:14
      2  100.0%      JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:61:44
      2  100.0%        JS: ^emit node:events:460:44
      2  100.0%          JS: ^processIncomingData /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/message_stream.js:84:29
      2  100.0%            JS: ^_write /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/message_stream.js:31:11
      1    3.0%    t _Builtins_ArraySome
      1  100.0%      JS: ^get hasDataBearingServers /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sdam/topology_description.js:230:30
      1  100.0%        JS: ^shouldCheckForSessionSupport /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sdam/topology.js:303:33
      1  100.0%          JS: ^executeOperationAsync /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/operations/execute_operation.js:15:37
      1  100.0%            JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/operations/execute_operation.js:12:39
      1    3.0%    t _Builtins_ArrayForEach
      1  100.0%      JS: ~populateMaps /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mime-types/index.js:154:23
      1  100.0%        JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mime-types/index.js:1:1
      1  100.0%          JS: ^Module._compile node:internal/modules/cjs/loader:1173:37
      1  100.0%            JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1    3.0%    JS: ^write /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:427:15
      1  100.0%      JS: ^command /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:274:12
      1  100.0%        JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sdam/server.js:197:42
      1  100.0%          JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection_pool.js:299:23
      1  100.0%            JS: ^processWaitQueue /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection_pool.js:435:21
      1    3.0%    JS: ^setupHelperArgs /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1104:44
      1  100.0%      JS: ^setupHelper /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1020:36
      1  100.0%        JS: ^invokeAmbiguous /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      1  100.0%          JS: ^compile /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%            JS: ^compileInput /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1    3.0%    JS: ^set expires /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-session/session/cookie.js:60:14
      1  100.0%      JS: ^set maxAge /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-session/session/cookie.js:83:13
      1  100.0%        JS: ^resetMaxAge /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-session/session/session.js:58:68
      1  100.0%          JS: ^touch /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-session/session/session.js:47:56
      1  100.0%            JS: ^end /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-session/index.js:250:27
      1    3.0%    JS: ^serializeInto /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/serializer.js:553:23
      1  100.0%      JS: ^serialize /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/bson.js:110:19
      1  100.0%        JS: ^serializeBson /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/commands.js:379:18
      1  100.0%          JS: ^makeDocumentSegment /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/commands.js:371:24
      1  100.0%            JS: ^toBin /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/commands.js:345:10
      1    3.0%    JS: ^readableAddChunk node:internal/streams/readable:242:26
      1  100.0%      JS: ^Readable.push node:internal/streams/readable:233:35
      1  100.0%        JS: ^onStreamRead node:internal/stream_base_commons:167:22
      1    3.0%    JS: ^parseurl /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/parseurl/index.js:35:19
      1  100.0%      JS: ^getPathname /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/index.js:537:21
      1  100.0%        JS: ^next /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/index.js:177:16
      1  100.0%          JS: ~cors /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/cors/lib/index.js:159:16
      1  100.0%            JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/cors/lib/index.js:219:57
      1    3.0%    JS: ^parseWithoutProcessing /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:33:32
      1  100.0%      JS: ^parse /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:51:15
      1  100.0%        JS: ^compileInput /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1  100.0%          JS: ^ret /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      1  100.0%            JS: ^ExpressHandlebars._renderTemplate /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:321:60
      1    3.0%    JS: ^parse /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/commands.js:426:10
      1  100.0%      JS: ^onMessage /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:157:14
      1  100.0%        JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:61:44
      1  100.0%          JS: *emit node:events:460:44
      1  100.0%            JS: ^processIncomingData /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/message_stream.js:84:29
      1    3.0%    JS: ^isAbsolute node:path:1160:13
      1  100.0%      JS: ^Module._findPath node:internal/modules/cjs/loader:555:28
      1  100.0%        JS: ^Module._resolveFilename node:internal/modules/cjs/loader:948:35
      1  100.0%          JS: ^Module._load node:internal/modules/cjs/loader:851:24
      1  100.0%            JS: ^Module.require node:internal/modules/cjs/loader:1097:36
      1    3.0%    JS: ^ip /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/request.js:349:36
      1  100.0%      t _Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
      1  100.0%        JS: ^getip /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/morgan/index.js:465:16
      1  100.0%          JS: ^logger /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/morgan/index.js:103:26
      1  100.0%            JS: ^handle /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/router/layer.js:86:49
      1    3.0%    JS: ^getReadPreference /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/wire_protocol/shared.js:8:27
      1  100.0%      JS: ^command /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:274:12
      1  100.0%        JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sdam/server.js:197:42
      1  100.0%          JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection_pool.js:299:23
      1  100.0%            JS: ^processWaitQueue /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection_pool.js:435:21
      1    3.0%    JS: ^getOptionValue node:internal/options:44:24
      1  100.0%      JS: ^Module._compile node:internal/modules/cjs/loader:1173:37
      1  100.0%        JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1  100.0%          JS: ^Module.load node:internal/modules/cjs/loader:1069:33
      1  100.0%            JS: ^Module._load node:internal/modules/cjs/loader:851:24
      1    3.0%    JS: ^get serviceId /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:92:18
      1  100.0%      JS: ^connectionIsStale /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection_pool.js:328:22
      1  100.0%        JS: ^checkIn /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection_pool.js:190:12
      1  100.0%          JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection_pool.js:301:27
      1  100.0%            JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sdam/server.js:211:101
      1    3.0%    JS: ^end node:_http_outgoing:953:45
      1  100.0%      JS: ^writeend /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-session/index.js:260:24
      1  100.0%        JS: ^onsave /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-session/index.js:335:41
      1  100.0%          JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/connect-mongo/build/main/lib/MongoStore.js:236:10
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      1    3.0%    JS: ^done /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/response.js:1033:27
      1  100.0%      JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:251:47
      1  100.0%        JS: ^step /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1  100.0%          JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:30:40
      1  100.0%            JS: ^fulfilled /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:21:27
      1    3.0%    JS: ^deserializeObject /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%      JS: ^deserializeObject /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%        JS: ^deserializeObject /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%          JS: ^deserialize /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/deserializer.js:36:21
      1  100.0%            JS: ^deserialize /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/bson.js:161:21
      1    3.0%    JS: ^compile /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%      JS: ^compileInput /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1  100.0%        JS: ^ret /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      1  100.0%          JS: ^ExpressHandlebars._renderTemplate /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:321:60
      1  100.0%            JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1    3.0%    JS: ^_write /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/message_stream.js:31:11
      1  100.0%      JS: ^writeOrBuffer node:internal/streams/writable:368:23
      1  100.0%        JS: ^_write node:internal/streams/writable:286:16
      1  100.0%          JS: ^Writable.write node:internal/streams/writable:336:36
      1  100.0%            JS: ^ondata node:internal/streams/readable:764:18
      1    3.0%    JS: ^Writable.write node:internal/streams/writable:336:36
      1  100.0%      JS: ^ondata node:internal/streams/readable:764:18
      1  100.0%        JS: ^emit node:events:460:44
      1  100.0%          JS: ^addChunk node:internal/streams/readable:312:18
      1  100.0%            JS: ^readableAddChunk node:internal/streams/readable:242:26
      1    3.0%    JS: ^Readable.read node:internal/streams/readable:402:35
      1  100.0%      JS: ^Socket.read node:net:719:33
      1  100.0%        JS: ^maybeReadMore_ node:internal/streams/readable:621:24
      1  100.0%          JS: ^processTicksAndRejections node:internal/process/task_queues:67:35
      1    3.0%    JS: ^Module.require node:internal/modules/cjs/loader:1097:36
      1  100.0%      JS: ^require node:internal/modules/cjs/helpers:102:31
      1  100.0%        JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/knex/lib/query/querybuilder.js:1:1
      1  100.0%          JS: ^Module._compile node:internal/modules/cjs/loader:1173:37
      1  100.0%            JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1    3.0%    JS: ^Long.sub /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/long.js:726:35
      1  100.0%      JS: ^Long.compare /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/long.js:291:39
      1  100.0%        JS: ^Long.comp /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/long.js:311:36
      1  100.0%          JS: ^Long.lessThanOrEqual /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/long.js:517:47
      1  100.0%            JS: ^deserializeObject /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/deserializer.js:65:27
      1    3.0%    JS: ^Long.comp /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/long.js:311:36
      1  100.0%      JS: ^Long.greaterThanOrEqual /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/long.js:477:50
      1  100.0%        JS: ^deserializeObject /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%          JS: ^deserializeObject /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%            JS: ^deserialize /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/deserializer.js:36:21
      1    3.0%    JS: ^Glob /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/glob/glob.js:117:15
      1  100.0%      JS: ^glob /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/glob/glob.js:62:15
      1  100.0%        JS: ^<anonymous> node:internal/util:352:24
      1  100.0%          t _Builtins_PromiseConstructor
      1  100.0%            JS: ^fn node:internal/util:351:14
